1322,“我一个人走过千万里，从没觉得孤独”【不见长安】,"""I have traveled thousands of miles by myself, and I have never felt lonely"" [No Chang'an]"
657,他说一般只是谦虚，你们还当真了！,"He said that it is generally just modest, and you take it seriously!"
1258,【星落凝成糖】杀青特辑！陈星旭李兰迪主演！,[Starfall condenses into candy] Finalize the special! Starring Chen Xingxu and Li Randi!
2381,【鬼怪】搞笑名场面合集哈哈哈哈哈哈哈哈哈笑死我了,[Ghosts] Collection of funny famous scenes hahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
1423,或许这就是她在美人扎堆的韩团里还能当门面的原因,Maybe this is the reason why she can still be a face in the Korean group where the beauties gather
1355,后来才发现，唐氏表演法则居然全是真的！,It was only later that I discovered that Tang's performance rules were all true!
3215,假如回家的诱惑不用配音，原来洪世贤的不耐烦不是装出来的！,"If the temptation to go home does not need to be dubbed, it turns out that Hong Shixian's impatience is not fake!"
1373,【盘点·服饰】史上最用心的小成本网剧！剧组的钱都给慕容离做衣服去了,[Inventory · Clothing] The most attentive low-cost online drama in history! All the money from the crew went to make clothes for Murong Li
1253,【李现杨紫 &时尚芭莎】救大命了‼️‼️他俩怎么那么甜  “你是我永远的例外”,[Li Xian Yang Zi
416,谁能想到你后来做了仙侠剧女主，血洗b站了！,Who would have thought that you would later become the heroine of the Xianxia drama and bloodbath station B!
1570,【下架重传】李尖尖，明明是你先动的心,"[Reposted from the shelf] Li Jianjian, it's obviously your heart that moved first"
1542,寒氏侍寝名场面！最后一朵雪莲花被“折断”：征服欲太恶心,"The famous scene of the Han family serving in the bed! The last snow lotus was ""broken"": the desire to conquer is too disgusting"
2758,【雪滴花8，9集花絮】甜死我了，智秀嗷呜那一下，小丁笑的太灿烂了吧,"[Snowdrops 8 and 9 episodes]Sweet to death, Jisoo ooh, Xiao Ding's smile is too bright"
1906,后来才发现，起床还有这种操作！,It was only later that I found out that there is such an operation when I get up!
1008,“今天不想，温润如玉”,"""I don't want to today, as gentle as jade"""
1541,【凌霄×李尖尖丨双向视角】霄尖脑袋的100个心动瞬间高甜混剪丨雀跃丨从来都是互相喜欢,"[Ling Xiao×Li Jianjian|Two-way Perspective] 100 heart-warming moments of Xiaojian's head, high-sweet mixed cut|Joy|We have always liked each other"
2121,【傅宣||出道半年纪念】真相是真,[Fu Xuan || Debut Half Year Commemoration] The truth is true
2705,国际特种兵赛裁判：你们中国人用95算不算作弊？,Referee of the International Special Forces Competition: Do you Chinese count as cheating by using 95?
228,【老邪吐槽】《骊歌行》：我就没见过那么猥琐的男主！,"[Lao Xie Tucao] ""Li Ge Xing"": I have never seen such a wretched male protagonist!"
637,【解锁吻戏新姿势】不到10集吻8次  拖臀吻 剃须泡沫吻  壁咚吻  等你发现  喜欢你时风好甜,"[Unlocking new poses for kissing scenes] 8 kisses in less than 10 episodes, butt drag kiss, shaving foam kiss, wall kiss, etc. When you find out, the wind is so sweet when you like you"
1982,一半脸儿哭，一半脸儿笑，似笑非笑,"Half face is crying, half face is smiling, half smile is not smiling"
1138,香港顶级美男狄龙的22岁到35岁 从最帅到秃掉……,"Hong Kong's top handsome man Dillon's 22 to 35 years old, from the most handsome to bald..."
50,【low君】《新版天龙八部》：毁了经典！瞎了双眼！,"[Jun Low] ""The New Version of Tianlong Babu"": Destroyed the classics! Blind eyes!"
2947,今生有你：平平手术大出血谈静崩溃大哭那是你的儿子，聂宇晟惊呆,"I have you in this life: Pingping surgery, heavy bleeding, Tanjing collapsed, crying, that is your son, Nie Yusheng was stunned"
1149,电影《红高粱》剥人皮片段，7分钟看完触目惊心,"The film ""Red Sorghum"" peeling human skin, after watching it in 7 minutes is shocking"
1191,绝世甜妹ll李乐嫣/赵露思 怎么会有这么甜这么善良的小哭包公主！,Peerless sweet girl ll Li Leyan/Zhao Lusi How can there be such a sweet and kind little crying princess!
2721,希特勒的男孩：学生以肉身挡手榴弹，军校只需要不择手段的胜利,"Hitler's boy: Students block grenades with flesh, military school just needs unscrupulous victory"
1082,[终极]不会吧！还有人比我还晚看终极笔记的吗？！,[Ultimate] No way! Anyone else read Ultimate Notes later than me? !
3322,【重传】吃醋日记,[Rerun]Jealous Diary
3311,她们居然是同一个人配的？？？！！！我涂山红红的规矩，谁不服？？一定要看到最后哦~,"Are they actually the same person? ? ? ! ! ! I paint the mountain red rules, who will not obey? ? Be sure to watch to the end~"
2891,泰国励志正能量广告《越爱越要努力》,"Thailand's inspirational positive energy advertisement ""The more you love, the more you have to work hard"""
3170,“我会穿上我最好的西装，再次踩着尘土穿过萨里花园，回到你的身边”——【赎罪】,"""I'll put on my best suit and walk the dust through Surrey Gardens again, back to you"" - [Atonement]"
3406,【老秦】：大结局：这个凶犯太大胆，竟然跑到警察家里杀人，小孩好可怜！,"[Lao Qin]: The finale: The murderer was so bold that he even went to the police's house to kill, the child is so pitiful!"
27,【刘老师】逆天吐槽给我笑岔气儿的惊悚电影《恐怖浴室》，豆瓣2.3分是真没冤枉你啊！,"[Mr. Liu] The thriller movie ""The Bathroom of Horror"" made me laugh out loud against the sky, with a score of 2.3 on Douban, I really didn't wrong you!"
4,不是谁都可以配得上 美 人二字！！！这 TM才是美人,Not everyone can be worthy of the word beauty! ! ! This TM is the beauty
2283,【杨蓉×吴磊】【梁湾×黎簇】我怀疑吴磊是看过原著来演的！年下姐弟恋太甜了！醋碗CP是真的！！！,[Yang Rong × Wu Lei] [Liang Wan × Li Tu] I suspect that Wu Lei has seen the original to play it! The younger siblings are so sweet! The vinegar bowl CP is real! ! !
2425,【李洙赫*强吻】终于轮到李洙赫强吻别人了！苏荷，请问你是该剧的接吻狂魔担当吗？！【重生1Born Again】【李洙赫*陈世妍*张基龙】,"[Lee Soo Hyuk*forced kiss]It's finally Lee Soo Hyuk's turn to kiss someone! Soho, are you the kissing maniac in the show? ! [Rebirth 1Born Again][Lee Soo Hyuk*Chen Shiyan*Zhang Jilong]"
738,《嫣语赋》励志搞事业  全靠配角单纯善良且蠢笨！,"""Yan Yu Fu"" is inspiring to pursue a career, all relying on the supporting characters to be pure, kind and stupid!"
407,同样的事情不同的态度，清平乐能让人气到爆炸,"The same thing with different attitudes, Qingpingle can make people explode"
2969,《龙樱2》真人版与原作的对比照一览!!!并且也包含电视剧原创角色~,"A list of comparison photos between the live-action version of ""Dragon Sakura 2"" and the original!!! And also includes the original characters of the TV series~"
908,【褚赢|千年小可爱】两耳不闻窗外事，一心只想看电视,"[Chu Ying | Millennium Cutie] I don't hear anything outside the window, I just want to watch TV"
263,我泱泱大国那么多民族美人，现在的导演都不会拍了？,"There are so many beauties of ethnic groups in my country, and now the directors can't shoot them anymore?"
2251,经典港产喜剧！陈百祥教你如何吃霸王餐不挨揍，这招真绝了！,Classic Hong Kong comedy! Chen Baixiang taught you how to eat Bawang's meal without getting beaten up. This trick is absolutely amazing!
1688,【传闻中的陈芊芊/现代番外】真正的婚后高甜全员出动版番外||结婚怀孕成交夫妇都安排上【赵露思X丁禹兮】,[The Rumored Chen Qianqian/Modern Extra] The real post-marriage Gao Tian full release version || Marriage and pregnancy deals are arranged by couples [Zhao Lusi x Ding Yuxi]
2267,李易峰说不辛苦 青云志最喜欢的一部剧,"Li Yifeng said it's not hard, Qing Yunzhi's favorite drama"
1841,【一起同过窗 | 群像】“只可惜我没有迎来和你热烈的夏天”★ 完结纪念,"[Same window together | Group portrait]""It's a pity that I didn't usher in a warm summer with you""★ Ending Memorial"
1589,唐人街探案-当肖央手机响起张杰的歌,Detective Chinatown - When Xiao Yang's phone rings Zhang Jie's song
549,【罗翔/秦风】唐人街也不是法外之地！,[Luo Xiang/Qin Feng] Chinatown is not a place outside the law!
1497,这些电影细节严谨到变态：《疾速》系列中的枪械知识堪称教科书级,"The details of these films are so serious that the knowledge of firearms in the ""Speed"" series is textbook-level"
1827,4K画质  星际穿越中最紧张的电影画面   空间站对接部分,4K quality The most tense movie scene in Interstellar The space station docking part
2698,粤语原声：大傻被星爷整蛊,Cantonese original sound: Dasha was tricked by Xingye
1446,【囍 | 无心法师】牙疼小魔女岳绮罗 | 踩点 | 个人燃向 |唢呐一响，非喜即悲,"[Double Happiness | Wuxin Mage]Yue Qiluo, the little witch with a toothache"
2917,刘德华：我叫陈小萌今年32岁，万茜：我今年33，盘点年龄爆笑场面,"Andy Lau: My name is Chen Xiaomeng, I'm 32 years old, Wan Qian: I'm 33 years old, I'm taking stock of my age and hilarious scenes"
2395,【恶搞】【张空空&通臂猿猴&陈空空】婚后那些事（张卫健|郭政鸿|陈浩民）,[Spoof][Zhang Kongkong
3433,【温暖的抱抱】“这走位绝了 你比脚本都厉害～”,"[Warm hug] ""You're better than the script~"""
2132,雄芯说关就关  大剑说断就断   （我现在很生气后果很严重）,"When Xiongxin says it is closed, it will be closed, and if the sword is cut, it will be cut off (I am very angry now, the consequences will be serious)"
1449,【双镜｜鬼畜】电  音  女  王     孙伊涵&张楠  微微怡笑直播鬼畜,[Double Mirrors｜Ghost Animals]Electric Voice Female Wang Sun Yihan
1061,【金钟帝后】飙戏的瞬间看得真的爽啦,[Queen of the Golden Bell] It's really cool to watch the moment of the show
426,宇日俱曾/“聪明的猎人往往以猎物的身份出现”,"Yuri Kuzeng / ""Smart hunters often appear as prey"""
1385,[漫威小日常]当你主动表现自己,[Marvel Daily] When you take the initiative to express yourself
963,古 偶 顶 级 A l p h a,Puppet Top Alpha
2887,哪怕小黄人变成小紫人，格鲁还是认识他们每一个,"Even if the little yellow people become the little purple people, Gru still knows each of them"
1914,人总是会在不同作品反复喜欢上马思纯,People will always like Ma Sichun repeatedly in different works
244,【将进酒】狠狠代了！谁能踏上那巅峰龙椅，谁TM才是正统 || 龚俊 任言恺 || 沈兰舟 萧策安,"[Wine into the wine] Seriously replace it! Who can step on the peak dragon chair, who is orthodox || Gong Jun Ren Yankai || Shen Lanzhou Xiao Ce'an"
3444,【魔法满屋】幕后配音笑场删减合集！Disney's Encanto - Outtakes,[Magic Full House] Collection of behind-the-scenes dubbing and laughing scenes! Disney's Encanto - Outtakes
3461,全剧唯一能压赵公子的同龄人，他一出场，赵泰也得站直,"The only person of the same age who can suppress Zhao Gongzi in the whole play, when he comes on stage, Zhao Tai also has to stand up straight"
