0,探访美国廉价披萨店！24K黄金披萨，这价钱太亲民了吧？,"Visit America's Cheap Pizza Place! 24K gold pizza, this price is too close to the people, right?"
1,【外卖对决】7.5元最便宜麻辣烫和108元最贵麻辣烫，究竟区别差在哪？#第四弹,[Takeaway Showdown] What is the difference between the cheapest Mala Tang at 7.5 yuan and the most expensive Mala Tang at 108 yuan?
2,这些吃的竟然在中国火了1000年...,These foods have been popular in China for 1000 years...
3,住上海最贵小区的有钱人都吃啥？10000元探店富人区食堂,"What do rich people living in the most expensive neighborhoods in Shanghai eat? 10,000 yuan to explore the cafeteria in the rich area of ​​the store"
4,100元能在法国最便宜超市买什么？1根法棍只要0.35！,What can you buy at the cheapest supermarket in France for 100 yuan? 1 baguette is only 0.35!
5,试吃10块钱的西班牙民工盒饭，老板娘：不赚1分钱！,"Try the 10-yuan Spanish migrant worker's lunch box, the proprietress: I don't earn 1 cent!"
6,新年第一顿小烧烤，大块羊肉烤的吱吱冒油，胖龙直呼：过瘾！,"The first small barbecue in the new year, the large piece of mutton was grilled and squeaked and oily, Fat Long exclaimed: Enjoy!"
7,香港影帝有多接地气，梁家辉吃路边摊把饭给粉丝吃，完全没有架子,"How down-to-earth the Hong Kong actor is, Liang Jiahui eats roadside stalls to give fans to eat, there is no shelf at all"
8,竟然被b站万元大奖砸中，不敢相信！带老婆孩子吃顿好的，感恩大家,"I can't believe I was hit by the 10,000 yuan prize at station B! Take your wife and children to eat a good meal, thank you all"
9,探访美国底特律姆爷面馆，2碗意面300元，美国明星餐厅捞钱有一套！,"Visit the Detroit Grandpa Noodle House, 2 bowls of pasta are 300 yuan, and there is a set of American star restaurants to make money!"
10,这就是美国上流人士的餐厅吗？不过如此！！深入洛杉矶71层观景餐厅,Is this the restaurant of the American high class? But so! ! In-depth 71st floor observation restaurant in Los Angeles
11,在美国遇上了熟成28天的战斧牛排！！半个月工资没了...,Encountered tomahawk steak aged 28 days in the United States! ! Half a month's salary gone...
12,中国小伙探访全美排名第一的烤肉店，总统都需要排队的烤肉什么水平？,The Chinese guy visits the No. 1 barbecue restaurant in the United States. What level of barbecue does the president need to line up?
13,帅小伙自制火爆街头的桥头排骨，酥脆的口感吃着比薯片还爽！,"The handsome guy made the popular street pork ribs, the crispy taste is better than potato chips!"
14,成都爆辣“香肠嘴”鸡翅，配上33元一根油爆爆的脆皮五花肉，变态辣吃完当场辣成香肠嘴,"Chengdu's spicy ""sausage mouth"" chicken wings, with a piece of oily crispy pork belly for 33 yuan, it will be spicy on the spot after eating it into a sausage mouth"
15,“辣爆爆”辣烤大鸡腿，特地开车几百公里来吃，还是草率了,"""Spicy and bursting"" spicy roasted chicken legs, it is still sloppy to drive hundreds of kilometers to eat"
