3,7
5,28
7,16
15,36
24,13
39,0
25,17
13,0
24,21
23,0
51,50
56,44
56,61
67,59
67,179
67,182
250,253
40,13
702,699
57,748
59,787
862,862
921,921
971,176
1036,639
1045,1050
1045,1054
1201,3
1243,1243
1268,1267
996,1391
56,1438
56,1470
56,1438
1568,1580
1587,1581
1590,1591
71,194
1777,1574
56,1013
46,1710
1938,1936
250,1968
982,491
1242,982
2047,2050
785,2058
982,785
982,1418
982,838
2193,2192
1263,1263
1263,441
2080,1430
1263,330
1263,1264
81,575
2295,2294
966,2359
2393,2399
2393,59
2415,2423
2425,2424
2435,2435
944,1671
253,2366
2528,2528
2581,125
464,4
2013,507
2013,2012
2639,2642
2639,318
2639,131
2528,2575
2529,2682
1717,947
1831,2478
464,1968
464,83
253,184
464,2217
464,2290
2013,1248
464,252
464,191
464,173
464,57
896,2504
464,2751
2129,74
2371,1021
2755,108
1181,2787
250,336
2801,1293
2806,2806
2806,2802
2806,2806
2806,2806
2806,2805
2227,441
2436,2851
2853,2856
2861,765
2864,3
2861,1296
2861,2861
2861,2862
2861,2862
2700,2895
2899,2073
2805,941
1074,2107
2963,2962
2977,2975
1701,2546
2990,3
2992,2993
2766,779
3009,3009
3013,1179
1179,2889
1179,1
581,2315
3060,2653
3082,3082
3085,3086
3091,3084
56,57
157,810
1136,3126
59,437
2479,3
56,807
806,2887
2288,1248
756,469
3201,1152
2014,1530
3135,314
2014,3
251,506
3233,3218
2013,2217
1143,465
896,565
2503,2217
468,465
56,2885
465,2504
2528,2529
3280,1909
3085,1884
56,1131
2729,823
3348,755
3361,3106
3040,3268
3268,1020
3379,2666
360,1542
602,610
1187,1186
57,3414
3426,3431
2652,3434
3417,3
3443,3444
1590,1405
3447,3449
3039,2359
1407,1405
1405,2350
3457,2702
3463,2427
3466,3466
3466,3466
3466,1003
2706,820
3507,3406
55,2532
979,2811
56,329
3443,3165
3443,3536
56,583
2314,448
581,3014
2314,849
1074,1100
3277,1126
3589,3588
1143,2610
1627,2298
482,842
2013,2719
2216,469
2013,2722
2013,3
2013,2611
2013,74
2013,2
2329,341
3038,1403
3038,1401
3038,357
3645,3645
3337,39
3320,64
3320,1188
3200,3023
1391,3677
996,1596
996,3682
3686,3686
3686,139
889,552
3129,1952
3703,3705
3709,3208
3760,3
1835,2380
3764,1535
3764,3379
3764,2269
3764,3147
3406,784
3790,406
3796,3796
702,3467
3802,840
3775,3
3820,3460
3823,3311
460,3684
1547,3834
831,831
831,2027
831,913
722,2274
831,1205
831,512
486,1395
1102,1570
1102,588
1102,819
1102,822
1102,1048
1102,1336
3842,3850
24,3786
2696,2482
2433,1669
3868,3867
3870,918
2806,94
3878,3883
3494,1878
2971,3
2148,2006
2245,765
2701,2702
2581,64
3933,3
56,3
1395,736
692,2326
3549,2253
996,3
996,5
996,3677
996,3677
996,407
996,57
996,513
3557,1400
3118,1650
115,3105
1138,360
2723,2716
581,1622
581,2978
581,1519
581,3446
581,2253
581,2355
581,2404
581,3
3076,4034
962,167
3856,1299
1476,259
1875,3138
2903,238
1181,2185
360,642
1866,3
1862,1864
3184,1277
2173,1528
2433,2433
694,1277
3797,934
933,934
250,2516
55,107
934,2844
250,4068
1394,1394
250,247
56,247
205,2859
250,1289
388,1215
250,253
56,247
934,380
3531,3449
1992,2555
1225,4080
57,4085
1845,3301
1677,3494
360,3111
385,442
953,442
2151,3
1788,1782
1782,4101
3076,231
2698,231
4050,49
2554,3
3819,4
115,2818
2282,821
1550,1552
1437,1364
2056,1002
459,1437
1437,2149
796,2360
1395,1437
687,1437
459,1437
459,1882
4143,4143
95,4
1474,578
244,3315
244,1477
81,3712
319,1126
2550,1171
56,1176
643,1951
4163,4162
1767,1943
2206,1767
2366,1248
1767,872
250,1824
250,1175
1175,3
56,189
2804,2959
3046,1185
3034,459
2479,1175
2645,1164
3029,819
1544,1763
1413,3
56,3251
800,2905
1754,2405
583,2405
1075,1395
2852,667
667,506
1195,2308
137,667
1952,667
397,793
4038,452
548,547
1354,3903
1075,851
2572,1418
2284,1490
547,356
1077,2331
2074,476
71,1788
639,4
3740,455
1522,855
1363,1049
2802,2023
115,4225
3347,2018
3347,1880
2366,4232
2181,1386
56,633
687,3724
822,820
822,822
1464,1002
140,1048
1626,1064
3797,2347
3983,217
837,1464
572,554
1181,2053
1152,1306
2333,3921
1283,1619
921,3
1184,1072
2538,521
1187,440
2469,768
3361,1798
4251,4251
572,572
250,1429
2479,1762
3875,1973
1080,1364
687,1617
1797,1709
1195,1198
56,3
620,2308
1684,2969
591,3
4285,4094
3478,3476
3251,1463
304,1162
57,3
57,1947
3364,3661
822,132
947,450
678,133
3646,4298
2022,1975
1075,342
987,407
623,665
602,129
360,512
2308,3
55,965
4307,9
1443,3361
2248,2308
2187,911
1604,460
2903,1723
99,1604
33,1941
510,2413
1509,518
529,585
430,585
346,336
57,1169
250,1289
2276,2276
81,393
2073,1297
990,3
4322,3
1318,99
56,3
529,3
948,2140
948,589
1152,948
1640,1761
360,3
1152,1304
2479,807
842,842
948,2146
3093,948
948,179
397,1760
1242,490
763,4333
189,2803
56,3
4139,485
572,2789
510,2440
1394,2199
233,2440
2939,2508
3342,2389
1193,167
468,2638
1892,2501
597,597
599,1185
57,162
1395,76
2823,4349
527,1580
3446,2445
3740,1165
966,2248
246,3
304,254
1028,602
502,949
46,3916
3719,143
546,711
2284,3016
1954,2698
57,636
510,860
4172,1689
360,2149
2270,597
52,2850
2902,2546
397,2546
2173,2546
1422,1423
1423,1564
2695,3
360,858
71,1328
1685,276
154,2020
250,2527
360,71
56,224
306,1007
56,223
3914,1684
4118,3392
3646,252
2697,2697
3061,2338
2080,202
2231,2760
443,1005
2216,896
2290,2217
2216,896
709,1324
2324,726
1892,3
3575,1892
1892,2431
1703,471
2148,886
1810,3838
1683,2456
2584,2378
3636,516
2584,68
2584,3
2584,2378
2378,1408
2584,3636
4322,204
1985,1978
246,4070
1765,2730
3875,3947
2784,2053
2479,1658
1242,1956
321,3863
56,265
2335,3018
2479,2479
2215,2214
250,1381
468,2217
1685,2716
989,3490
404,3146
774,1178
3342,267
81,517
1476,572
1387,2533
104,2248
2168,2
250,2609
2659,1522
2085,3632
2915,3
1104,2058
157,2281
115,495
670,2846
1448,4348
1701,2580
1181,2045
2784,3639
1701,1589
2581,122
2784,1448
1701,2982
1701,1701
1106,1090
3113,1301
420,3113
479,1450
628,3
852,2123
2095,775
479,1139
115,4171
542,3746
115,630
118,3187
115,275
2903,3
587,826
1143,346
320,2892
1113,3506
1083,1074
1074,1113
1113,1100
2479,300
1196,3062
156,135
156,169
156,2498
156,131
397,2072
796,3575
3702,1293
3182,1293
934,1247
81,1716
529,2233
704,3328
704,3090
563,1450
255,833
155,276
56,372
1162,2596
153,393
2464,3816
2173,2651
115,1995
1152,1711
345,4342
59,2240
56,2240
1509,2302
2295,2295
408,2952
3180,3145
1477,245
56,59
56,178
1713,1042
56,1289
210,1832
379,278
2243,222
2263,3111
956,3946
2641,1157
1181,3632
2105,1157
2085,2698
1936,2273
1039,252
56,545
2442,978
4476,1210
1074,2110
1074,1097
2014,2565
4488,4486
371,238
2284,2284
2636,2132
57,58
1602,1255
2293,3543
505,1136
3484,57
250,189
2722,189
591,3407
1958,1322
844,855
2351,2327
2039,3404
3494,4059
1762,2199
1181,3417
1701,3417
2789,3
3417,1558
3417,1281
1629,3417
3417,1448
2581,3417
4444,4075
2673,1551
4256,1696
4256,1835
250,748
157,2796
1239,1523
244,245
244,1415
1474,2294
1187,2069
1187,330
1187,1186
852,1197
4479,1542
81,2760
2999,3
2920,3793
690,705
4323,4512
1518,5
724,724
81,3
143,2223
518,2803
55,127
1111,2184
2394,1454
1476,534
1345,535
819,145
1639,493
1345,1645
572,6
459,796
1396,2230
2293,1261
354,2509
1050,1290
3627,2989
1558,1117
1701,2238
3129,505
2581,3
2173,1558
1701,2298
1701,1558
2049,1558
1181,2651
571,615
2173,2185
1558,4480
3838,4051
377,2351
56,4174
1198,973
2332,406
316,944
56,3
2781,727
774,868
2340,967
1351,711
2044,1588
2989,3509
2044,859
2085,2698
213,2677
3969,4
993,1975
3635,4484
785,1418
1995,1956
1242,1975
1242,785
1322,1418
820,2099
954,1282
2838,2338
141,1447
1447,1135
1938,2273
2327,2178
1533,2255
1474,2294
4540,1076
2187,2565
1047,3
355,3566
2173,873
1476,3719
4401,4139
4045,4046
1523,261
2624,3138
930,2350
2284,821
513,1172
2698,2797
1606,560
459,573
3575,1053
3184,1963
380,2840
1533,2046
95,2676
3452,2198
250,147
1184,505
250,2113
158,3970
2701,74
1023,1235
786,361
2551,2509
250,851
1383,3358
253,159
2442,923
1143,528
2093,4097
56,1343
3739,4547
1338,1765
3184,627
1217,653
508,1591
57,1120
513,2846
2766,1365
860,1797
2431,3011
844,1965
397,1344
360,1620
2636,240
250,818
1184,3
4038,530
4554,4038
2070,3
1184,176
894,2924
1044,2924
820,396
1395,586
1489,443
157,635
3983,3991
112,3
3458,1070
2584,1009
2479,3332
1009,807
46,1369
2479,360
1825,3670
615,291
343,343
666,4101
542,3364
148,447
1448,2644
4226,2644
2789,299
1117,2789
2581,2789
2293,466
4560,1015
210,4178
930,2936
115,1682
987,5
2206,1238
1629,2112
2601,2403
1103,252
450,3592
450,3
1326,695
1476,2765
417,798
3567,1571
210,2412
57,417
210,1068
571,642
250,215
2274,188
56,205
56,1174
57,3
59,57
397,1182
250,253
2059,860
250,398
1701,1448
1701,665
1701,2053
1701,2173
1701,3639
1701,400
1701,630
1701,2049
1701,3018
1701,1334
1701,1448
1181,1561
1701,2766
1701,665
1701,1449
2049,3
1701,615
2581,946
1701,2053
1845,2809
1885,1885
1664,3155
1184,1737
250,1322
973,1688
3052,3170
4285,3309
529,60
3226,1383
59,1043
1644,4172
3342,338
157,54
1422,2985
1425,1423
1425,252
807,3425
1395,103
4209,177
2049,179
1328,149
2479,404
1602,2039
1328,2043
2895,3566
2701,1070
157,398
250,5
56,836
250,159
907,2091
3369,977
2471,5
115,4150
3702,860
1115,641
3285,42
687,687
1799,1274
1783,1832
2868,4464
2283,2312
4180,1285
3326,653
3326,2818
1532,1448
1812,1763
1475,1812
2551,1475
157,343
156,798
1443,3361
2551,616
397,1215
157,3390
2846,167
503,1090
59,2170
2162,970
2516,250
2846,2934
17,21
1242,2533
56,1255
479,3598
459,796
803,292
255,876
2778,318
1408,5
1184,521
329,4340
785,273
115,629
880,1258
3946,539
724,187
57,203
2077,143
56,161
1472,2811
2529,3
808,2324
255,1142
1184,272
1184,559
1814,1542
81,267
1184,2390
1184,818
2535,1171
1184,6
1184,55
1184,2183
1184,907
1184,907
1184,179
1184,188
1184,3
549,1130
250,274
56,1291
1184,732
925,839
2394,114
2222,3
2222,3308
152,2091
1740,4248
4362,1884
2188,2094
1516,1066
1516,871
1591,938
952,1799
1827,2146
2303,297
81,3
529,2515
2243,436
2350,2978
4601,2569
1337,2863
56,157
934,1289
250,751
250,2859
329,3368
56,1968
934,1968
933,159
665,1448
2403,5
56,3
2542,2606
578,446
819,606
1415,148
2462,2063
2673,618
2564,662
407,2697
796,1346
151,985
2071,143
226,532
250,1584
57,3414
1670,1671
1408,2303
3089,3074
2187,914
2278,1173
56,1612
459,866
3364,610
845,1454
1630,2096
3039,2800
2797,2846
250,1305
3226,347
1181,3638
665,1450
59,3525
113,3489
1538,1534
3093,2496
157,155
81,3182
250,582
624,2537
510,484
499,2877
2943,194
55,2943
1326,1461
587,3413
719,1343
694,1615
3184,1615
694,1622
554,554
2276,250
1350,1578
186,663
2469,77
1325,83
357,1448
3136,534
3875,2306
56,164
1578,1087
3646,2297
115,2102
360,188
954,3
530,990
143,1166
280,307
250,253
1872,941
2293,778
57,252
56,3
691,804
925,1690
915,1133
2073,3703
3724,2971
1224,1639
894,1224
2280,2023
1387,3316
1734,1224
2187,605
1242,1975
1489,605
2907,2197
3099,1791
4383,897
1112,2632
