1171,远嫁之后，好难回去一次，今天回去吃上妈妈做的热腾腾的饭菜，真的太幸福了,"After getting married, it is very difficult to go back once. Today, I go back to eat the hot food cooked by my mother. I am really happy"
46,挑战不可能的还原！豆腐能否做成肉和面条？,Challenge the impossible restoration! Can tofu be made into meat and noodles?
1342,【俄餐美学】煎牛奶——牛奶的进阶吃法,[Russian Food Aesthetics] Fried milk - advanced eating method of milk
63,一个人隔离在家把火锅吃到爽！毛肚、千层肚、炸蛋和肥牛！牛三鲜火锅是真的绝！,"Eat hot pot in isolation at home alone! Hairy Belly, Melaleuca Belly, Fried Eggs and Fat Beef! Niu Sanxian Hot Pot is really amazing!"
1508,新节目失败！收视率断崖式下跌！地狱厨神戈登拉姆齐也无力回天,"New show failed! The ratings plummeted! Gordon Ramsay, the god of hell cook, is also powerless"
998,银川首家榴莲自助，199让你吃到爽！,"The first durian buffet in Yinchuan, 199 will make you feel good!"
749,火腿竟能变成碗？这条视频已屏蔽张国伟,Can ham turn into a bowl? This video has blocked Zhang Guowei
1246,西瓜，干？这种“迷惑零食”这真的不是脱裤子放屁？,"Watermelon, dry? This ""confused snack"" is really not taking off your pants and farting?"
634,北京烤鸭居然是吹出来的？体验在家吹鸭吹到缺氧！,Peking duck is actually blown out? Experience blowing ducks to hypoxia at home!
945,减脂期吃过醉美味的意面~,"During the fat loss period, I ate drunk and delicious pasta~"
1378,有没有觉得开封菜的麦辣鸡翅好吃？在家里自制能不能做出来呢？,Do you think Kaifengcai's spicy chicken wings are delicious? Can it be made at home?
959,柴火地锅三小时，虎皮肘子刚出锅就被媳妇嘲笑，两口下肚，真香,"Firewood pot for three hours, the tiger skin elbow was laughed at by the wife as soon as the pot came out, two mouthfuls, really fragrant"
549,帅小伙买来某宝大品牌奶茶配方，花一周时间自制奶茶，真的靠谱吗？,The handsome guy bought a milk tea formula from a big brand of Baobao and spent a week making milk tea. Is it really reliable?
1033,福建石井的海鲜市场，东星斑170元，大九节虾540元，这价格贵吗？,"In the seafood market in Shijing, Fujian, Dongxingban is 170 yuan, and Dajiujie shrimp is 540 yuan. Is this expensive?"
389,把河虾和豆芽一起下锅油炸河虾就会抱住豆芽？失传名菜大闹花果山真的存在吗？,Frying river prawns and bean sprouts together will hug the bean sprouts? Does the Lost Famous Dishes make a scene in Huaguoshan really exist?
342,在家DIY了一桌海底捞，秋天的第一顿火锅必须丰盛呀~,"DIY a table of Haidilao at home, the first hot pot in autumn must be rich~"
981,当把鸡交给东北人，骨头都给你做香了！连啃3只贼拉带劲 ,"When the chicken is handed over to the Northeasterners, the bones will make incense for you! Eating 3 thieves in a row is strong "
451,必胜客自助餐再次回归，158元一个人，牛排甜品小吃随便吃，吃的太过瘾了!,"Pizza Hut buffet is back again, 158 yuan per person, steak, desserts and snacks are all you can eat, it's so enjoyable!"
1007,挑战一天只吃泡面！没有香肠的泡面是没有灵魂的，一根香肠14斤,"Challenge to eat only instant noodles for a day! Instant noodles without sausage is soulless, a sausage is 14 pounds"
1481,《酸咸甜辣麻》零食分享,"""Sour, Salty, Sweet and Spicy"" Snack Sharing"
355,1050日元一碗生鱼盖饭，开店38年都没涨价？男子吃一口后竟…,"1050 yen for a bowl of sashimi rice bowl, the price has not increased for 38 years? After taking a bite, the man..."
589,深夜烤了10斤鸡腿 可吃到最后却头晕目眩,"I roasted 10 pounds of chicken legs late at night, but I was dizzy at the end"
934,做肠粉抓住这个诀窍，蒸出来又透明又筋道，老师傅教的真仔细,"To make rice rolls, grasp this trick, steam it out, transparent and glutinous, the master taught it carefully"
948,在俄罗斯，没人能拒绝茄子的这种吃法,"In Russia, no one can say no to this way of eating eggplant"
1349,100块钱可以在日本便利店买到什么熟食？每一种都来一个是什么体验。,What kind of cooked food can you buy in a Japanese convenience store for 100 yuan? Each one comes with an experience.
305,一张纸的上流吃法,The high-end way of eating a piece of paper
170,美国原版山姆会员超市干饭！这价钱和味道，和国内差距就亿点点吧？,"American original Sam's Club supermarket dry rice! This price and taste, and the gap between the domestic one hundred million, right?"
1395,披萨工厂,Pizza Factory
140,"日本""最便宜""的寿司？男子吃完才知道便宜的原因...","Japan's ""cheapest"" sushi? Men don't know why it's cheap until after eating..."
1411,幸福感爆棚！不需要厨艺也能做好的照烧鸡便当！,Overwhelmed with happiness! Teriyaki Chicken Bento that you can make without any cooking skills!
901,方形西瓜300元一个？我用1元成本，耗费12个小时终于做出来了,300 yuan for a square watermelon? I spent 12 hours at a cost of 1 yuan and finally made it
820,澳门厨房佬电饭煲版海南鸡饭，香喷喷的海南鸡和鸡油饭是这样做的！这样做的海南鸡饭，鸡肉好吃，油饭香口。,"The Macau Kitchen Guy Rice Cooker Edition Hainanese Chicken Rice, fragrant Hainanese Chicken and Chicken Oil Rice do just that! This Hainanese chicken rice is delicious, and the oily rice is fragrant."
912,这才是汉堡该有的样子,This is what a burger should be like
345,试吃必胜客158元一位的自助餐！随便点还不限时！,Try Pizza Hut's 158 yuan buffet! No time limit for any order!
794,店里卖88一只的大汤包，在家做会便宜多少呢？会不会更好吃呢？,"The store sells 88 big soup dumplings, how much cheaper will it be to make at home? Will it taste better?"
137,巨大肉龙！满满的牛肉馅都要爆出来了！快乐肥宅水！,Huge meat dragon! The beef filling is about to burst! Happy Fat House Water!
49,盘点那些隐藏很深的宝藏零食，据说只有3%的人才吃过，味道简直太棒了！,"Inventory of those hidden treasure snacks, it is said that only 3% of people have eaten, the taste is simply amazing!"
1031,蒸包子总会遇到不白不光不蓬松这些问题？老师傅教你解决办法,"Steamed buns will always encounter the problems of not being white, not only not fluffy? The teacher teaches you the solution"
169,北京鲁菜天花板？听说这道菜，北京无人敢叫板 ？,"Beijing Lu cuisine ceiling? Hearing this dish, no one in Beijing dares to challenge it?"
1223,姐姐为了吃橙子家的湘西腊肉，特意拿海鲜来换，满满一桌吃的真带劲,"In order to eat the Xiangxi bacon from Chengzi's family, my sister specially exchanged seafood for it. It was really exciting to eat a full table."
1095,大庆赶海，退潮后发现大毛蛤吐着舌头藏在沙中，好像拳头一样大,"Daqing was rushing to the sea, and after the tide was low, he found a big tom sticking out its tongue and hiding in the sand, as big as a fist"
1187,试吃外国“巨型软糖”最后软糖掉色把舌头整黑了...好恶心！,"I tried a foreign ""giant gummy"" and finally the gummy faded and turned my tongue black... so disgusting!"
661,小伙用五斤龙虾能做多少龙虾肉松，味道会更好吃吗？,"How much lobster floss can you make with five pounds of lobster, will it taste better?"
849,深夜料理 久违的甜品盛宴 1盘韩式炸酱面 一盘麦乐鸡 巴适！,"Late night cooking, a long-lost dessert feast, 1 plate of Korean fried noodles, a plate of McNuggets, Bashi!"
1484,这只兔子被我做成了一个恐龙活化石，吃起来真让人上头！,"This rabbit was made into a living dinosaur fossil by me, and it tastes amazing!"
835,今天做一道招牌菜“太极鲍鱼“，一口一个停不下来，兄弟们吃嗨了,"Today, I made a signature dish ""Tai Chi Abalone"", and I couldn't stop eating one bite. Brothers, eat it."
285,挑战火遍全网的鬼椒面，一杯面就有100万辣度，吃到嘴肿！,"Challenge the ghost pepper noodles that are popular all over the Internet, a cup of noodles has a spiciness of 1 million, and your mouth will swell when you eat it!"
466,渝是乎 厨子探店¥172,Yu Shihu Chef's Exploring Shop¥172
604,成都农村小哥欠200万巨款，靠卖毛肚火锅还清，6毛一斤卖到68一斤，太励志了,"The little brother in the rural area of ​​Chengdu owes a huge sum of 2 million, and he paid it off by selling Maodu hot pot. He sold it for 68 cents per pound, so inspirational"
1487,社牛来啦｜德国面包机还能这么玩儿？,Here Comes She Niu | Can a German bread machine still play like this?
1562,{新西游记5}吃个早餐都能让人笑岔气呀哈哈哈哈哈 今日的快乐源泉,{New Journey to the West 5}Eating breakfast can make people laugh hahahahaha today's source of happiness
920,【福鼎肉片】我做肉片你收钱，一起去摆摊吗？,[Fuding Pork Slices]I make meat slices and you will pay for it. Will you go to the stall together?
1306,顾客地址写错了，外卖只好送我吃了，感觉吃的很不安心，只好把餐钱都退给她了,"The customer's address was wrong, and the takeaway had to send me to eat. I felt very uneasy about eating, so I had to refund the meal money to her."
1444,年夜菜第7道：生炒排骨，10分钟就可以出锅，肉质滑嫩入味,"Chinese New Year's Eve Course 7: Stir-fried pork ribs, ready to serve in 10 minutes, the meat is tender and delicious"
578,480买整只乳猪，做“瓦缸乳猪”，呲呲冒油，咬一口汁水丰盈！,"Buy a whole suckling pig for 480, make a ""suckling pig in a tile tank"", spit out oil, take a bite and make it full of juice!"
321,试吃美国史上最火汉堡，全美人民疯抢！真的那么好吃？,"Try the hottest burger in American history, and people all over the United States are rushing to grab it! Is it really that delicious?"
