20,21
40,31
32,47
294,337
117,282
270,3
230,256
133,239
25,475
25,237
279,37
279,510
279,259
73,562
73,559
73,562
587,268
187,615
641,217
501,389
660,78
501,428
501,17
669,501
270,292
690,692
53,141
707,424
413,715
720,722
720,7
395,7
747,333
747,185
770,768
301,775
767,303
303,301
301,775
790,302
213,702
135,3
135,734
306,24
322,37
37,391
836,122
275,52
205,644
861,861
861,179
861,871
301,893
897,770
175,786
864,802
960,961
335,1
248,547
725,724
1008,1010
89,4
862,796
1071,1071
131,220
327,1092
2,1
135,222
1097,1096
180,282
1118,920
187,1147
187,1094
294,365
328,385
369,292
369,369
369,826
825,328
369,1178
369,3
347,472
564,718
95,364
268,17
1193,1193
932,929
279,131
279,59
279,87
279,117
676,550
957,1215
116,230
1071,886
1071,1232
727,727
266,440
1230,648
1274,1274
600,368
205,1184
1282,248
14,1205
1304,3
963,963
1307,1
1314,1313
821,1200
158,821
821,808
821,262
369,804
821,262
821,295
821,428
821,1002
821,335
821,393
821,1384
641,553
1452,1453
1454,242
201,1173
1318,1173
201,1320
1072,1075
1531,1531
202,230
202,22
202,120
1566,1566
1397,405
73,456
560,3
73,1569
73,560
1452,1581
1452,1586
1452,1342
1452,1588
1452,1590
1452,666
242,225
206,469
3,417
3,21
1631,1631
1642,1449
1138,1013
933,1013
1683,1438
1442,1441
933,1699
1259,580
1259,53
1259,1379
253,1735
836,119
1750,1258
1115,718
1115,320
317,1295
653,653
165,180
165,1766
165,183
165,1341
165,1699
165,1340
253,1126
1788,1792
1788,1791
1788,1791
1788,1791
20,299
1301,790
1301,1805
1301,1435
1301,784
1510,1512
1230,649
1510,1514
1813,1813
1821,1822
815,280
221,1368
1350,1613
1230,63
1288,252
1288,737
180,1762
133,366
283,163
744,1243
14,3
14,1611
836,286
648,1528
229,693
53,843
1373,1541
972,1889
972,1757
1399,468
1399,64
1903,1903
1903,487
1903,1908
1903,1910
1903,470
1096,1136
1312,1479
1827,178
549,1792
1875,832
1828,1491
1327,874
641,641
666,984
369,328
1605,1244
1438,1430
1692,1112
1692,1792
1683,790
1681,939
1787,994
1422,469
1230,3
1073,2
1461,790
1595,1590
78,218
1906,934
481,1910
1909,1227
1822,1775
470,1775
2000,2001
2010,179
1230,8
178,3
1074,957
369,166
481,166
419,299
23,22
359,39
328,3
1112,1284
499,428
2033,1041
839,3
2033,1055
1391,1372
359,1590
296,237
611,63
1146,2061
1282,1
963,1658
1626,1685
1591,487
1942,1798
183,1836
1809,1101
549,1792
549,487
1119,1446
1963,1223
1963,1496
487,1836
2075,1999
2075,194
2075,194
183,1542
359,1329
1443,1443
359,923
532,1691
532,1443
1111,630
1443,1697
1441,1441
359,1443
1760,1764
532,179
1441,1443
532,1433
359,1111
179,1206
1931,1585
1230,15
232,461
1667,586
1416,1416
1416,1098
61,63
1230,376
1418,421
253,648
258,909
1841,1920
1097,23
491,1379
830,1482
883,900
1691,183
1340,183
832,1767
180,1191
832,183
549,978
532,791
1670,865
179,1774
1986,800
532,1691
